t,y1,y2
0.00000,0.0,0.0
0.00025,0.0,1.8
0.00050,0.1,2.5
0.00075,0.1,3.1
0.00100,0.2,3.5
0.00125,0.2,3.9
0.00150,0.3,4.3
0.00175,0.4,4.7
0.00200,0.5,5.0
0.00225,0.6,5.3
0.00250,0.7,5.5
0.00275,0.8,5.8
0.00300,0.9,6.1
0.00325,1.0,6.3
0.00350,1.2,6.5
0.00375,1.3,6.7
0.00400,1.4,6.9
0.00425,1.5,7.1
0.00450,1.7,7.3
0.00475,1.8,7.5
0.00500,2.0,7.7
0.00525,2.1,7.8
0.00550,2.3,8.0
0.00575,2.4,8.1
0.00600,2.6,8.3
0.00625,2.7,8.4
0.00650,2.9,8.5
0.00675,3.0,8.7
0.00700,3.2,8.8
0.00725,3.4,8.9
0.00750,3.5,9.0
0.00775,3.7,9.1
0.00800,3.9,9.2
0.00825,4.1,9.3
0.00850,4.3,9.4
0.00875,4.4,9.5
0.00900,4.6,9.6
0.00925,4.8,9.6
0.00950,5.0,9.7
0.00975,5.2,9.8
0.01000,5.4,9.8
0.01025,5.6,9.9
0.01050,5.7,9.9
0.01075,5.9,10.0
0.01100,6.1,10.0
0.01125,6.3,10.0
0.01150,6.5,10.1
0.01175,6.7,10.1
0.01200,6.9,10.1
0.01225,7.1,10.1
0.01250,7.3,10.1
0.01275,7.5,10.1
0.01300,7.7,10.1
0.01325,7.9,10.1
0.01350,8.1,10.1
0.01375,8.3,10.1
0.01400,8.5,10.1
0.01425,8.7,10.1
0.01450,8.9,10.1
0.01475,9.1,10.1
0.01500,9.3,10.0
0.01525,9.5,10.0
0.01550,9.7,9.9
0.01575,9.9,9.9
0.01600,10.1,9.9
0.01625,10.3,9.8
0.01650,10.5,9.7
0.01675,10.8,9.7
0.01700,11.0,9.6
0.01725,11.2,9.6
0.01750,11.4,9.5
0.01775,11.6,9.4
0.01800,11.7,9.3
0.01825,11.9,9.2
0.01850,12.1,9.2
0.01875,12.3,9.1
0.01900,12.5,9.0
0.01925,12.7,8.9
0.01950,12.9,8.8
0.01975,13.1,8.7
0.02000,13.3,8.5
0.02025,13.5,8.4
0.02050,13.7,8.3
0.02075,13.9,8.2
0.02100,14.1,8.1
0.02125,14.2,7.9
0.02150,14.4,7.8
0.02175,14.6,7.7
0.02200,14.8,7.5
0.02225,15.0,7.4
0.02250,15.1,7.2
0.02275,15.3,7.1
0.02300,15.5,6.9
0.02325,15.6,6.8
0.02350,15.8,6.6
0.02375,16.0,6.4
0.02400,16.1,6.3
0.02425,16.3,6.1
0.02450,16.5,5.9
0.02475,16.6,5.8
0.02500,16.8,5.6
0.02525,16.9,5.4
0.02550,17.1,5.2
0.02575,17.2,5.0
0.02600,17.4,4.8
0.02625,17.5,4.6
0.02650,17.7,4.4
0.02675,17.8,4.2
0.02700,17.9,4.0
0.02725,18.1,3.8
0.02750,18.2,3.6
0.02775,18.3,3.4
0.02800,18.4,3.2
0.02825,18.6,3.0
0.02850,18.7,2.7
0.02875,18.8,2.5
0.02900,18.9,2.3
0.02925,19.0,2.1
0.02950,19.1,1.8
0.02975,19.2,1.6
0.03000,19.3,1.4
0.03025,19.4,1.1
0.03050,19.5,0.9
0.03075,19.6,0.7
0.03100,19.7,0.4
0.03125,19.8,0.2
0.03150,19.8,-0.1
0.03175,19.9,-0.3
0.03200,20.0,-0.6
0.03225,20.1,-0.8
0.03250,20.1,-1.1
0.03275,20.2,-1.3
0.03300,20.2,-1.6
0.03325,20.3,-1.9
0.03350,20.4,-2.1
0.03375,20.4,-2.4
0.03400,20.4,-2.7
0.03425,20.5,-2.9
0.03450,20.5,-3.2
0.03475,20.6,-3.5
0.03500,20.6,-3.7
0.03525,20.6,-4.0
0.03550,20.6,-4.3
0.03575,20.6,-4.5
0.03600,20.7,-4.8
0.03625,20.7,-5.1
0.03650,20.7,-5.4
0.03675,20.7,-5.6
0.03700,20.7,-5.9
