t,y1e,y2e,y1o,y2o
0.19210,-219.4,57.2,-219.4,57.2
0.19220,-217.6,58.4,-217.6,58.4
0.19230,-215.8,59.5,-215.8,59.5
0.19240,-214.0,60.6,-214.0,60.6
0.19250,-212.1,61.6,-212.1,61.6
0.19260,-210.2,62.7,-210.2,62.7
0.19270,-208.3,63.8,-208.3,63.8
0.19280,-206.3,64.9,-206.3,64.9
0.19290,-204.3,65.9,-204.3,65.9
0.19300,-202.3,66.9,-202.3,66.9
0.19310,-200.2,68.0,-200.2,68.0
0.19320,-198.1,69.0,-198.1,69.0
0.19330,-196.0,70.0,-196.0,70.0
0.19340,-193.8,71.0,-193.8,71.0
0.19350,-191.6,72.0,-191.6,72.0
0.19360,-189.4,73.0,-189.4,73.0
0.19370,-187.1,73.9,-187.1,73.9
0.19380,-184.9,74.9,-184.9,74.9
0.19390,-182.5,75.8,-182.5,75.8
0.19400,-180.2,76.8,-180.2,76.8
0.19410,-177.8,77.7,-177.8,77.7
0.19420,-175.4,78.6,-175.4,78.6
0.19430,-173.0,79.5,-173.0,79.5
0.19440,-170.5,80.4,-170.5,80.4
0.19450,-168.0,81.2,-168.0,81.2
0.19460,-165.5,82.1,-165.5,82.1
0.19470,-162.9,82.9,-162.9,82.9
0.19480,-160.4,83.8,-160.4,83.8
0.19490,-157.7,84.6,-157.7,84.6
0.19500,-155.1,85.4,-155.1,85.4
0.19510,-152.5,86.2,-152.5,86.2
0.19520,-149.8,87.0,-149.8,87.0
0.19530,-147.1,87.7,-147.1,87.7
0.19540,-144.3,88.5,-144.3,88.5
0.19550,-141.6,89.2,-141.6,89.2
0.19560,-138.8,90.0,-138.8,90.0
0.19570,-136.0,90.7,-136.0,90.7
0.19580,-133.2,91.4,-133.2,91.4
0.19590,-130.3,92.1,-130.3,92.1
0.19600,-127.5,92.7,-127.5,92.7
0.19610,-124.6,93.4,-124.6,93.4
0.19620,-121.7,94.0,-121.7,94.0
0.19630,-118.7,94.7,-118.7,94.7
0.19640,-115.8,95.3,-115.8,95.3
0.19650,-112.8,95.9,-112.8,95.9
0.19660,-109.8,96.5,-109.8,96.5
0.19670,-106.8,97.0,-106.8,97.0
0.19680,-103.8,97.6,-103.8,97.6
0.19690,-100.7,98.1,-100.7,98.1
0.19700,-97.6,98.6,-97.6,98.6
0.19710,-94.6,99.2,-94.6,99.2
0.19720,-91.5,99.6,-91.5,99.6
0.19730,-88.3,100.1,-88.3,100.1
0.19740,-85.2,100.6,-85.2,100.6
0.19750,-82.1,101.0,-82.1,101.0
0.19760,-78.9,101.5,-78.9,101.5
0.19770,-75.7,101.9,-75.7,101.9
0.19780,-72.5,102.3,-72.5,102.3
0.19790,-69.3,102.7,-69.3,102.7
0.19800,-66.1,103.0,-66.1,103.0
0.19810,-62.9,103.4,-62.9,103.4
0.19820,-59.7,103.7,-59.7,103.7
0.19830,-56.4,104.0,-56.4,104.0
0.19840,-53.2,104.3,-53.2,104.3
0.19850,-49.9,104.6,-49.9,104.6
0.19860,-46.6,104.9,-46.6,104.9
0.19870,-43.3,105.1,-43.3,105.1
0.19880,-40.0,105.4,-40.0,105.4
0.19890,-36.7,105.6,-36.7,105.6
0.19900,-33.4,105.8,-33.4,105.8
0.19910,-30.1,106.0,-30.1,106.0
0.19920,-26.8,106.2,-26.8,106.2
0.19930,-23.4,106.3,-23.4,106.3
0.19940,-20.1,106.4,-20.1,106.4
0.19950,-16.8,106.6,-16.8,106.6
0.19960,-13.4,106.7,-13.4,106.7
0.19970,-10.1,106.7,-10.1,106.7
0.19980,-6.7,106.8,-6.7,106.8
0.19990,-3.4,106.9,-3.4,106.9
0.20000,-0.0,106.9,-0.0,106.9
0.20010,3.4,106.9,3.4,106.9
0.20020,6.7,106.9,6.7,106.9
0.20030,10.1,106.9,10.1,106.9
0.20040,13.4,106.9,13.4,106.9
0.20050,16.8,106.8,16.8,106.8
0.20060,20.2,106.8,20.2,106.8
0.20070,23.5,106.7,23.5,106.7
0.20080,26.9,106.6,26.9,106.6
0.20090,30.2,106.5,30.2,106.5
0.20100,33.6,106.3,33.6,106.3
0.20110,36.9,106.2,36.9,106.2
0.20120,40.3,106.0,40.3,106.0
0.20130,43.6,105.8,43.6,105.8
0.20140,46.9,105.6,46.9,105.6
0.20150,50.3,105.4,50.3,105.4
0.20160,53.6,105.2,53.6,105.2
0.20170,56.9,104.9,56.9,104.9
0.20180,60.2,104.6,60.2,104.6
0.20190,63.5,104.4,63.5,104.4
0.20200,66.8,104.1,66.8,104.1
0.20210,70.1,103.7,70.1,103.7
0.20220,73.3,103.4,73.3,103.4
0.20230,76.6,103.1,76.6,103.1
0.20240,79.9,102.7,79.9,102.7
0.20250,83.1,102.3,83.1,102.3
0.20260,86.3,101.9,86.3,101.9
0.20270,89.5,101.5,89.5,101.5
0.20280,92.8,101.1,92.8,101.1
0.20290,95.9,100.6,95.9,100.6
0.20300,99.1,100.1,99.1,100.1
0.20310,102.3,99.7,102.3,99.7
0.20320,105.4,99.2,105.4,99.2
0.20330,108.6,98.6,108.6,98.6
0.20340,111.7,98.1,111.7,98.1
0.20350,114.8,97.6,114.8,97.6
0.20360,117.9,97.0,117.9,97.0
0.20370,120.9,96.4,120.9,96.4
0.20380,124.0,95.8,124.0,95.8
0.20390,127.0,95.2,127.0,95.2
0.20400,130.0,94.6,130.0,94.6
0.20410,133.0,94.0,133.0,94.0
0.20420,136.0,93.3,136.0,93.3
0.20430,139.0,92.7,139.0,92.7
0.20440,141.9,92.0,141.9,92.0
0.20450,144.8,91.3,144.8,91.3
0.20460,147.7,90.6,147.7,90.6
0.20470,150.6,89.8,150.6,89.8
0.20480,153.4,89.1,153.4,89.1
0.20490,156.2,88.3,156.2,88.3
0.20500,159.0,87.6,159.0,87.6
0.20510,161.8,86.8,161.8,86.8
0.20520,164.6,86.0,164.6,86.0
0.20530,167.3,85.2,167.3,85.2
0.20540,170.0,84.3,170.0,84.3
0.20550,172.7,83.5,172.7,83.5
0.20560,175.3,82.6,175.3,82.6
0.20570,178.0,81.8,178.0,81.8
0.20580,180.6,80.9,180.6,80.9
0.20590,183.1,80.0,183.1,80.0
0.20600,185.7,79.1,185.7,79.1
0.20610,188.2,78.2,188.2,78.2
0.20620,190.7,77.2,190.7,77.2
0.20630,193.1,76.3,193.1,76.3
0.20640,195.6,75.3,195.6,75.3
0.20650,198.0,74.4,198.0,74.4
0.20660,200.3,73.4,200.3,73.4
0.20670,202.7,72.4,202.7,72.4
0.20680,205.0,71.4,205.0,71.4
0.20690,207.3,70.4,207.3,70.4
0.20700,209.5,69.3,209.5,69.3
0.20710,211.7,68.3,211.7,68.3
0.20720,213.9,67.2,213.9,67.2
0.20730,216.0,66.2,216.0,66.2
0.20740,218.2,65.1,218.2,65.1
0.20750,220.2,64.0,220.2,64.0
0.20760,222.3,62.9,222.3,62.9
0.20770,224.3,61.8,224.3,61.8
0.20780,226.3,60.7,226.3,60.7
0.20790,228.2,59.6,228.2,59.6
0.20800,230.1,58.4,230.1,58.4
0.20810,232.0,57.3,232.0,57.3
0.20820,233.8,56.1,233.8,56.1
0.20830,235.6,54.9,235.6,54.9
0.20840,237.4,53.8,237.4,53.8
0.20850,239.1,52.6,239.1,52.6
0.20860,240.8,51.4,240.8,51.4
0.20870,242.5,50.2,242.5,50.2
0.20880,244.1,49.0,244.1,49.0
0.20890,245.7,47.8,245.7,47.8
0.20900,247.2,46.5,247.2,46.5
0.20910,248.7,45.3,248.7,45.3
0.20920,250.2,44.1,250.2,44.1
0.20930,251.6,42.8,251.6,42.8
0.20940,253.0,41.5,253.0,41.5
0.20950,254.3,40.3,254.3,40.3
0.20960,255.6,39.0,255.6,39.0
0.20970,256.9,37.7,256.9,37.7
0.20980,258.1,36.4,258.1,36.4
0.20990,259.3,35.1,259.3,35.1
0.21000,260.5,33.9,260.5,33.9
0.21010,261.6,32.5,261.6,32.5
0.21020,262.6,31.2,262.6,31.2
0.21030,263.7,29.9,263.7,29.9
0.21040,264.6,28.6,264.6,28.6
0.21050,265.6,27.3,265.6,27.3
0.21060,266.5,25.9,266.5,25.9
0.21070,267.3,24.6,267.3,24.6
0.21080,268.1,23.3,268.1,23.3
0.21090,268.9,21.9,268.9,21.9
0.21100,269.7,20.6,269.7,20.6
0.21110,270.3,19.2,270.3,19.2
0.21120,271.0,17.9,271.0,17.9
0.21130,271.6,16.5,271.6,16.5
0.21140,272.2,15.1,272.2,15.1
0.21150,272.7,13.8,272.7,13.8
0.21160,273.1,12.4,273.1,12.4
0.21170,273.6,11.0,273.6,11.0
0.21180,274.0,9.7,274.0,9.7
0.21190,274.3,8.3,274.3,8.3
0.21200,274.6,6.9,274.6,6.9
0.21210,274.9,5.5,274.9,5.5
0.21220,275.1,4.2,275.1,4.2
0.21230,275.3,2.8,275.3,2.8
0.21240,275.4,1.4,275.4,1.4
0.21250,275.5,0.0,275.5,0.0
0.21260,275.5,-1.4,275.5,-1.4
0.21270,275.5,-2.8,275.5,-2.8
0.21280,275.5,-4.2,275.5,-4.2
0.21290,275.4,-5.5,275.4,-5.5
0.21300,275.3,-6.9,275.3,-6.9
0.21310,275.1,-8.3,275.1,-8.3
0.21320,274.9,-9.7,274.9,-9.7
0.21330,274.6,-11.1,274.6,-11.1
0.21340,274.3,-12.5,274.3,-12.5
0.21350,274.0,-13.8,274.0,-13.8
0.21360,273.6,-15.2,273.6,-15.2
0.21370,273.1,-16.6,273.1,-16.6
0.21380,272.6,-18.0,272.6,-18.0
0.21390,272.1,-19.4,272.1,-19.4
0.21400,271.6,-20.7,271.6,-20.7
0.21410,271.0,-22.1,271.0,-22.1
0.21420,270.3,-23.5,270.3,-23.5
0.21430,269.6,-24.8,269.6,-24.8
0.21440,268.9,-26.2,268.9,-26.2
0.21450,268.1,-27.5,268.1,-27.5
0.21460,267.3,-28.9,267.3,-28.9
0.21470,266.4,-30.2,266.4,-30.2
0.21480,265.5,-31.6,265.5,-31.6
0.21490,264.5,-32.9,264.5,-32.9
0.21500,263.5,-34.3,263.5,-34.3
0.21510,262.5,-35.6,262.5,-35.6
0.21520,261.4,-36.9,261.4,-36.9
0.21530,260.3,-38.2,260.3,-38.2
0.21540,259.1,-39.5,259.1,-39.5
0.21550,257.9,-40.9,257.9,-40.9
0.21560,256.7,-42.2,256.7,-42.2
0.21570,255.4,-43.5,255.4,-43.5
0.21580,254.1,-44.7,254.1,-44.7
0.21590,252.7,-46.0,252.7,-46.0
0.21600,251.3,-47.3,251.3,-47.3
0.21610,249.9,-48.6,249.9,-48.6
0.21620,248.4,-49.8,248.4,-49.8
0.21630,246.8,-51.1,246.8,-51.1
0.21640,245.3,-52.3,245.3,-52.3
0.21650,243.7,-53.6,243.7,-53.6
0.21660,242.0,-54.8,242.0,-54.8
0.21670,240.3,-56.0,240.3,-56.0
0.21680,238.6,-57.3,238.6,-57.3
0.21690,236.9,-58.5,236.9,-58.5
0.21700,235.1,-59.7,235.1,-59.7
0.21710,233.2,-60.9,233.2,-60.9
0.21720,231.3,-62.0,231.3,-62.0
0.21730,229.4,-63.2,229.4,-63.2
0.21740,227.5,-64.4,227.5,-64.4
0.21750,225.5,-65.5,225.5,-65.5
0.21760,223.5,-66.7,223.5,-66.7
0.21770,221.4,-67.8,221.4,-67.8
0.21780,219.3,-68.9,219.3,-68.9
0.21790,217.2,-70.0,217.2,-70.0
0.21800,215.0,-71.1,215.0,-71.1
0.21810,212.8,-72.2,212.8,-72.2
0.21820,210.6,-73.3,210.6,-73.3
0.21830,208.3,-74.4,208.3,-74.4
0.21840,206.0,-75.4,206.0,-75.4
0.21850,203.6,-76.5,203.6,-76.5
0.21860,201.3,-77.5,201.3,-77.5
0.21870,198.9,-78.5,198.9,-78.5
0.21880,196.4,-79.6,196.4,-79.6
0.21890,193.9,-80.6,193.9,-80.6
0.21900,191.4,-81.5,191.4,-81.5
0.21910,188.9,-82.5,188.9,-82.5
0.21920,186.3,-83.5,186.3,-83.5
0.21930,183.8,-84.4,183.8,-84.4
0.21940,181.1,-85.4,181.1,-85.4
0.21950,178.5,-86.3,178.5,-86.3
0.21960,175.8,-87.2,175.8,-87.2
0.21970,173.1,-88.1,173.1,-88.1
0.21980,170.3,-89.0,170.3,-89.0
0.21990,167.6,-89.9,167.6,-89.9
0.22000,164.8,-90.7,164.8,-90.7
0.22010,161.9,-91.6,161.9,-91.6
0.22020,159.1,-92.4,159.1,-92.4
0.22030,156.2,-93.2,156.2,-93.2
0.22040,153.3,-94.0,153.3,-94.0
0.22050,150.4,-94.8,150.4,-94.8
0.22060,147.4,-95.5,147.4,-95.5
0.22070,144.4,-96.3,144.4,-96.3
0.22080,141.4,-97.0,141.4,-97.0
0.22090,138.4,-97.8,138.4,-97.8
0.22100,135.3,-98.5,135.3,-98.5
0.22110,132.3,-99.2,132.3,-99.2
0.22120,129.2,-99.9,129.2,-99.9
0.22130,126.1,-100.5,126.1,-100.5
0.22140,122.9,-101.2,122.9,-101.2
0.22150,119.8,-101.8,119.8,-101.8
0.22160,116.6,-102.4,116.6,-102.4
0.22170,113.4,-103.0,113.4,-103.0
0.22180,110.2,-103.6,110.2,-103.6
0.22190,106.9,-104.2,106.9,-104.2
0.22200,103.7,-104.7,103.7,-104.7
0.22210,100.4,-105.3,100.4,-105.3
0.22220,97.1,-105.8,97.1,-105.8
0.22230,93.8,-106.3,93.8,-106.3
0.22240,90.5,-106.8,90.5,-106.8
0.22250,87.1,-107.2,87.1,-107.2
0.22260,83.8,-107.7,83.8,-107.7
0.22270,80.4,-108.1,80.4,-108.1
0.22280,77.0,-108.5,77.0,-108.5
0.22290,73.6,-109.0,73.6,-109.0
0.22300,70.2,-109.3,70.2,-109.3
0.22310,66.8,-109.7,66.8,-109.7
0.22320,63.3,-110.1,63.3,-110.1
0.22330,59.9,-110.4,59.9,-110.4
0.22340,56.4,-110.7,56.4,-110.7
0.22350,52.9,-111.0,52.9,-111.0
0.22360,49.5,-111.3,49.5,-111.3
0.22370,46.0,-111.6,46.0,-111.6
0.22380,42.5,-111.8,42.5,-111.8
0.22390,39.0,-112.0,39.0,-112.0
0.22400,35.4,-112.2,35.4,-112.2
0.22410,31.9,-112.4,31.9,-112.4
0.22420,28.4,-112.6,28.4,-112.6
0.22430,24.9,-112.8,24.9,-112.8
0.22440,21.3,-112.9,21.3,-112.9
0.22450,17.8,-113.0,17.8,-113.0
0.22460,14.2,-113.1,14.2,-113.1
0.22470,10.7,-113.2,10.7,-113.2
0.22480,7.1,-113.3,7.1,-113.3
0.22490,3.6,-113.4,3.6,-113.4
0.22500,0.0,-113.4,0.0,-113.4
0.22510,-3.6,-113.4,-3.6,-113.4
0.22520,-7.1,-113.4,-7.1,-113.4
0.22530,-10.7,-113.4,-10.7,-113.4
0.22540,-14.3,-113.3,-14.3,-113.3
0.22550,-17.8,-113.3,-17.8,-113.3
0.22560,-21.4,-113.2,-21.4,-113.2
0.22570,-24.9,-113.1,-24.9,-113.1
0.22580,-28.5,-113.0,-28.5,-113.0
0.22590,-32.1,-112.9,-32.1,-112.9
0.22600,-35.6,-112.7,-35.6,-112.7
0.22610,-39.2,-112.6,-39.2,-112.6
0.22620,-42.7,-112.4,-42.7,-112.4
0.22630,-46.2,-112.2,-46.2,-112.2
0.22640,-49.8,-112.0,-49.8,-112.0
0.22650,-53.3,-111.8,-53.3,-111.8
0.22660,-56.8,-111.5,-56.8,-111.5
0.22670,-60.3,-111.2,-60.3,-111.2
0.22680,-63.8,-110.9,-63.8,-110.9
0.22690,-67.3,-110.6,-67.3,-110.6
0.22700,-70.8,-110.3,-70.8,-110.3
0.22710,-74.3,-110.0,-74.3,-110.0
0.22720,-77.8,-109.6,-77.8,-109.6
0.22730,-81.2,-109.2,-81.2,-109.2
0.22740,-84.7,-108.8,-84.7,-108.8
0.22750,-88.1,-108.4,-88.1,-108.4
0.22760,-91.5,-108.0,-91.5,-108.0
0.22770,-94.9,-107.6,-94.9,-107.6
0.22780,-98.3,-107.1,-98.3,-107.1
0.22790,-101.7,-106.6,-101.7,-106.6
0.22800,-105.0,-106.1,-105.0,-106.1
0.22810,-108.4,-105.6,-108.4,-105.6
0.22820,-111.7,-105.1,-111.7,-105.1
0.22830,-115.0,-104.5,-115.0,-104.5
0.22840,-118.3,-104.0,-118.3,-104.0
0.22850,-121.6,-103.4,-121.6,-103.4
0.22860,-124.9,-102.8,-124.9,-102.8
0.22870,-128.1,-102.2,-128.1,-102.2
0.22880,-131.4,-101.6,-131.4,-101.6
0.22890,-134.6,-100.9,-134.6,-100.9
0.22900,-137.8,-100.2,-137.8,-100.2
0.22910,-140.9,-99.6,-140.9,-99.6
0.22920,-144.1,-98.9,-144.1,-98.9
0.22930,-147.2,-98.2,-147.2,-98.2
0.22940,-150.3,-97.4,-150.3,-97.4
0.22950,-153.4,-96.7,-153.4,-96.7
0.22960,-156.5,-95.9,-156.5,-95.9
0.22970,-159.5,-95.2,-159.5,-95.2
0.22980,-162.5,-94.4,-162.5,-94.4
0.22990,-165.5,-93.6,-165.5,-93.6
0.23000,-168.5,-92.7,-168.5,-92.7
0.23010,-171.4,-91.9,-171.4,-91.9
0.23020,-174.3,-91.1,-174.3,-91.1
0.23030,-177.2,-90.2,-177.2,-90.2
0.23040,-180.1,-89.3,-180.1,-89.3
0.23050,-182.9,-88.4,-182.9,-88.4
0.23060,-185.7,-87.5,-185.7,-87.5
0.23070,-188.5,-86.6,-188.5,-86.6
0.23080,-191.2,-85.7,-191.2,-85.7
0.23090,-193.9,-84.7,-193.9,-84.7
0.23100,-196.6,-83.8,-196.6,-83.8
0.23110,-199.3,-82.8,-199.3,-82.8
0.23120,-201.9,-81.8,-201.9,-81.8
0.23130,-204.5,-80.8,-204.5,-80.8
0.23140,-207.1,-79.8,-207.1,-79.8
0.23150,-209.6,-78.7,-209.6,-78.7
0.23160,-212.1,-77.7,-212.1,-77.7
0.23170,-214.6,-76.6,-214.6,-76.6
0.23180,-217.0,-75.6,-217.0,-75.6
0.23190,-219.4,-74.5,-219.4,-74.5
0.23200,-221.8,-73.4,-221.8,-73.4
0.23210,-224.1,-72.3,-224.1,-72.3
0.23220,-226.4,-71.2,-226.4,-71.2
0.23230,-228.7,-70.0,-228.7,-70.0
0.23240,-230.9,-68.9,-230.9,-68.9
0.23250,-233.1,-67.8,-233.1,-67.8
0.23260,-235.3,-66.6,-235.3,-66.6
0.23270,-237.4,-65.4,-237.4,-65.4
0.23280,-239.5,-64.2,-239.5,-64.2
0.23290,-241.5,-63.0,-241.5,-63.0
0.23300,-243.6,-61.8,-243.6,-61.8
0.23310,-245.5,-60.6,-245.5,-60.6
0.23320,-247.5,-59.4,-247.5,-59.4
0.23330,-249.4,-58.1,-249.4,-58.1
0.23340,-251.2,-56.9,-251.2,-56.9
0.23350,-253.1,-55.6,-253.1,-55.6
0.23360,-254.8,-54.4,-254.8,-54.4
0.23370,-256.6,-53.1,-256.6,-53.1
0.23380,-258.3,-51.8,-258.3,-51.8
0.23390,-260.0,-50.5,-260.0,-50.5
0.23400,-261.6,-49.2,-261.6,-49.2
0.23410,-263.2,-47.9,-263.2,-47.9
0.23420,-264.7,-46.6,-264.7,-46.6
0.23430,-266.2,-45.3,-266.2,-45.3
0.23440,-267.7,-44.0,-267.7,-44.0
0.23450,-269.1,-42.6,-269.1,-42.6
0.23460,-270.4,-41.3,-270.4,-41.3
0.23470,-271.8,-39.9,-271.8,-39.9
0.23480,-273.1,-38.6,-273.1,-38.6
0.23490,-274.3,-37.2,-274.3,-37.2
0.23500,-275.5,-35.8,-275.5,-35.8
0.23510,-276.7,-34.4,-276.7,-34.4
0.23520,-277.8,-33.0,-277.8,-33.0
0.23530,-278.9,-31.7,-278.9,-31.7
0.23540,-279.9,-30.3,-279.9,-30.3
0.23550,-280.9,-28.8,-280.9,-28.8
0.23560,-281.8,-27.4,-281.8,-27.4
0.23570,-282.7,-26.0,-282.7,-26.0
0.23580,-283.6,-24.6,-283.6,-24.6
0.23590,-284.4,-23.2,-284.4,-23.2
0.23600,-285.2,-21.8,-285.2,-21.8
0.23610,-285.9,-20.3,-285.9,-20.3
0.23620,-286.6,-18.9,-286.6,-18.9
0.23630,-287.2,-17.5,-287.2,-17.5
0.23640,-287.8,-16.0,-287.8,-16.0
0.23650,-288.3,-14.6,-288.3,-14.6
0.23660,-288.8,-13.1,-288.8,-13.1
0.23670,-289.3,-11.7,-289.3,-11.7
0.23680,-289.7,-10.2,-289.7,-10.2
0.23690,-290.0,-8.8,-290.0,-8.8
0.23700,-290.4,-7.3,-290.4,-7.3
0.23710,-290.6,-5.8,-290.6,-5.8
0.23720,-290.9,-4.4,-290.9,-4.4
0.23730,-291.0,-2.9,-291.0,-2.9
0.23740,-291.2,-1.5,-291.2,-1.5
0.23750,-291.2,-0.0,-291.2,-0.0
0.23760,-291.3,1.5,-291.3,1.5
0.23770,-291.3,2.9,-291.3,2.9
0.23780,-291.2,4.4,-291.2,4.4
0.23790,-291.1,5.9,-291.1,5.9
0.23800,-291.0,7.3,-291.0,7.3
0.23810,-290.8,8.8,-290.8,8.8
0.23820,-290.5,10.2,-290.5,10.2
0.23830,-290.3,11.7,-290.3,11.7
0.23840,-289.9,13.2,-289.9,13.2
0.23850,-289.6,14.6,-289.6,14.6
0.23860,-289.1,16.1,-289.1,16.1
0.23870,-288.7,17.5,-288.7,17.5
0.23880,-288.1,19.0,-288.1,19.0
0.23890,-287.6,20.4,-287.6,20.4
0.23900,-287.0,21.9,-287.0,21.9
0.23910,-286.3,23.3,-286.3,23.3
0.23920,-285.6,24.8,-285.6,24.8
0.23930,-284.9,26.2,-284.9,26.2
0.23940,-284.1,27.7,-284.1,27.7
0.23950,-283.3,29.1,-283.3,29.1
0.23960,-282.4,30.5,-282.4,30.5
0.23970,-281.5,31.9,-281.5,31.9
0.23980,-280.5,33.4,-280.5,33.4
0.23990,-279.5,34.8,-279.5,34.8
0.24000,-278.4,36.2,-278.4,36.2
0.24010,-277.3,37.6,-277.3,37.6
0.24020,-276.2,39.0,-276.2,39.0
0.24030,-275.0,40.4,-275.0,40.4
0.24040,-273.8,41.8,-273.8,41.8
0.24050,-272.5,43.2,-272.5,43.2
0.24060,-271.2,44.5,-271.2,44.5
0.24070,-269.8,45.9,-269.8,45.9
0.24080,-268.4,47.3,-268.4,47.3
0.24090,-267.0,48.6,-267.0,48.6
0.24100,-265.5,50.0,-265.5,50.0
0.24110,-263.9,51.3,-263.9,51.3
0.24120,-262.3,52.6,-262.3,52.6
0.24130,-260.7,54.0,-260.7,54.0
0.24140,-259.1,55.3,-259.1,55.3
0.24150,-257.4,56.6,-257.4,56.6
0.24160,-255.6,57.9,-255.6,57.9
0.24170,-253.8,59.2,-253.8,59.2
0.24180,-252.0,60.5,-252.0,60.5
0.24190,-250.1,61.7,-250.1,61.7
0.24200,-248.2,63.0,-248.2,63.0
0.24210,-246.3,64.3,-246.3,64.3
0.24220,-244.3,65.5,-244.3,65.5
0.24230,-242.3,66.7,-242.3,66.7
0.24240,-240.2,68.0,-240.2,68.0
0.24250,-238.1,69.2,-238.1,69.2
0.24260,-235.9,70.4,-235.9,70.4
0.24270,-233.8,71.6,-233.8,71.6
0.24280,-231.5,72.8,-231.5,72.8
0.24290,-229.3,74.0,-229.3,74.0
0.24300,-227.0,75.1,-227.0,75.1
0.24310,-224.7,76.3,-224.7,76.3
0.24320,-222.3,77.4,-222.3,77.4
0.24330,-219.9,78.5,-219.9,78.5
0.24340,-217.4,79.6,-217.4,79.6
0.24350,-215.0,80.7,-215.0,80.7
0.24360,-212.5,81.8,-212.5,81.8
0.24370,-209.9,82.9,-209.9,82.9
0.24380,-207.3,84.0,-207.3,84.0
0.24390,-204.7,85.0,-204.7,85.0
0.24400,-202.1,86.1,-202.1,86.1
0.24410,-199.4,87.1,-199.4,87.1
0.24420,-196.7,88.1,-196.7,88.1
0.24430,-193.9,89.1,-193.9,89.1
0.24440,-191.2,90.1,-191.2,90.1
0.24450,-188.4,91.1,-188.4,91.1
0.24460,-185.5,92.0,-185.5,92.0
0.24470,-182.7,93.0,-182.7,93.0
0.24480,-179.8,93.9,-179.8,93.9
0.24490,-176.8,94.8,-176.8,94.8
0.24500,-173.9,95.7,-173.9,95.7
0.24510,-170.9,96.6,-170.9,96.6
0.24520,-167.9,97.5,-167.9,97.5
0.24530,-164.8,98.3,-164.8,98.3
0.24540,-161.8,99.2,-161.8,99.2
0.24550,-158.7,100.0,-158.7,100.0
0.24560,-155.5,100.8,-155.5,100.8
0.24570,-152.4,101.6,-152.4,101.6
0.24580,-149.2,102.4,-149.2,102.4
0.24590,-146.0,103.2,-146.0,103.2
0.24600,-142.8,103.9,-142.8,103.9
0.24610,-139.5,104.6,-139.5,104.6
0.24620,-136.3,105.3,-136.3,105.3
0.24630,-133.0,106.0,-133.0,106.0
0.24640,-129.7,106.7,-129.7,106.7
0.24650,-126.3,107.4,-126.3,107.4
0.24660,-123.0,108.0,-123.0,108.0
0.24670,-119.6,108.7,-119.6,108.7
0.24680,-116.2,109.3,-116.2,109.3
0.24690,-112.8,109.9,-112.8,109.9
0.24700,-109.3,110.5,-109.3,110.5
0.24710,-105.9,111.0,-105.9,111.0
0.24720,-102.4,111.6,-102.4,111.6
0.24730,-98.9,112.1,-98.9,112.1
0.24740,-95.4,112.6,-95.4,112.6
0.24750,-91.9,113.1,-91.9,113.1
0.24760,-88.3,113.6,-88.3,113.6
0.24770,-84.8,114.0,-84.8,114.0
0.24780,-81.2,114.5,-81.2,114.5
0.24790,-77.6,114.9,-77.6,114.9
0.24800,-74.0,115.3,-74.0,115.3
0.24810,-70.4,115.7,-70.4,115.7
0.24820,-66.8,116.1,-66.8,116.1
0.24830,-63.1,116.4,-63.1,116.4
0.24840,-59.5,116.7,-59.5,116.7
0.24850,-55.8,117.1,-55.8,117.1
0.24860,-52.2,117.3,-52.2,117.3
0.24870,-48.5,117.6,-48.5,117.6
0.24880,-44.8,117.9,-44.8,117.9
0.24890,-41.1,118.1,-41.1,118.1
0.24900,-37.4,118.3,-37.4,118.3
0.24910,-33.7,118.5,-33.7,118.5
0.24920,-29.9,118.7,-29.9,118.7
0.24930,-26.2,118.9,-26.2,118.9
0.24940,-22.5,119.0,-22.5,119.0
0.24950,-18.7,119.2,-18.7,119.2
0.24960,-15.0,119.3,-15.0,119.3
0.24970,-11.3,119.4,-11.3,119.4
0.24980,-7.5,119.4,-7.5,119.4
0.24990,-3.8,119.5,-3.8,119.5
0.25000,-0.0,119.5,-0.0,119.5
0.25010,3.8,119.5,3.8,119.5
0.25020,7.5,119.5,7.5,119.5
0.25030,11.3,119.5,11.3,119.5
0.25040,15.0,119.5,15.0,119.5
0.25050,18.8,119.4,18.8,119.4
0.25060,22.5,119.3,22.5,119.3
0.25070,26.3,119.2,26.3,119.2
0.25080,30.0,119.1,30.0,119.1
0.25090,33.8,119.0,33.8,119.0
0.25100,37.5,118.8,37.5,118.8
0.25110,41.3,118.6,41.3,118.6
0.25120,45.0,118.4,45.0,118.4
0.25130,48.7,118.2,48.7,118.2
0.25140,52.4,118.0,52.4,118.0
0.25150,56.2,117.8,56.2,117.8
0.25160,59.9,117.5,59.9,117.5
0.25170,63.6,117.2,63.6,117.2
0.25180,67.3,116.9,67.3,116.9
0.25190,70.9,116.6,70.9,116.6
0.25200,74.6,116.2,74.6,116.2
0.25210,78.3,115.9,78.3,115.9
0.25220,81.9,115.5,81.9,115.5
0.25230,85.6,115.1,85.6,115.1
0.25240,89.2,114.7,89.2,114.7
0.25250,92.8,114.2,92.8,114.2
0.25260,96.4,113.8,96.4,113.8
0.25270,100.0,113.3,100.0,113.3
0.25280,103.6,112.8,103.6,112.8
0.25290,107.1,112.3,107.1,112.3
0.25300,110.7,111.8,110.7,111.8
