t,y1e,y2e,y1o,y2o
0.01490,155.8,-19.4,155.8,-19.4
0.01500,155.7,-20.2,155.7,-20.2
0.01510,155.5,-21.1,155.5,-21.1
0.01520,155.4,-21.9,155.4,-21.9
0.01530,155.2,-22.8,155.2,-22.8
0.01540,154.9,-23.6,154.9,-23.6
0.01550,154.7,-24.5,154.7,-24.5
0.01560,154.4,-25.4,154.4,-25.4
0.01570,154.1,-26.2,154.1,-26.2
0.01580,153.7,-27.1,153.7,-27.1
0.01590,153.4,-27.9,153.4,-27.9
0.01600,152.9,-28.8,152.9,-28.8
0.01610,152.5,-29.6,152.5,-29.6
0.01620,152.0,-30.5,152.0,-30.5
0.01630,151.5,-31.4,151.5,-31.4
0.01640,151.0,-32.2,151.0,-32.2
0.01650,150.4,-33.1,150.4,-33.1
0.01660,149.8,-33.9,149.8,-33.9
0.01670,149.2,-34.8,149.2,-34.8
0.01680,148.5,-35.6,148.5,-35.6
0.01690,147.8,-36.5,147.8,-36.5
0.01700,147.1,-37.3,147.1,-37.3
0.01710,146.4,-38.2,146.4,-38.2
0.01720,145.6,-39.0,145.6,-39.0
0.01730,144.7,-39.9,144.7,-39.9
0.01740,143.9,-40.7,143.9,-40.7
0.01750,143.0,-41.6,143.0,-41.6
0.01760,142.1,-42.4,142.1,-42.4
0.01770,141.2,-43.2,141.2,-43.2
0.01780,140.2,-44.1,140.2,-44.1
0.01790,139.2,-44.9,139.2,-44.9
0.01800,138.1,-45.7,138.1,-45.7
0.01810,137.1,-46.5,137.1,-46.5
0.01820,136.0,-47.3,136.0,-47.3
0.01830,134.8,-48.2,134.8,-48.2
0.01840,133.7,-49.0,133.7,-49.0
0.01850,132.5,-49.8,132.5,-49.8
0.01860,131.3,-50.6,131.3,-50.6
0.01870,130.0,-51.4,130.0,-51.4
0.01880,128.7,-52.1,128.7,-52.1
0.01890,127.4,-52.9,127.4,-52.9
0.01900,126.1,-53.7,126.1,-53.7
0.01910,124.7,-54.5,124.7,-54.5
0.01920,123.3,-55.2,123.3,-55.2
0.01930,121.9,-56.0,121.9,-56.0
0.01940,120.4,-56.8,120.4,-56.8
0.01950,118.9,-57.5,118.9,-57.5
0.01960,117.4,-58.3,117.4,-58.3
0.01970,115.9,-59.0,115.9,-59.0
0.01980,114.3,-59.7,114.3,-59.7
0.01990,112.7,-60.4,112.7,-60.4
0.02000,111.1,-61.2,111.1,-61.2
0.02010,109.4,-61.9,109.4,-61.9
0.02020,107.7,-62.6,107.7,-62.6
0.02030,106.0,-63.3,106.0,-63.3
0.02040,104.3,-63.9,104.3,-63.9
0.02050,102.5,-64.6,102.5,-64.6
0.02060,100.7,-65.3,100.7,-65.3
0.02070,98.9,-65.9,98.9,-65.9
0.02080,97.1,-66.6,97.1,-66.6
0.02090,95.2,-67.2,95.2,-67.2
0.02100,93.3,-67.9,93.3,-67.9
0.02110,91.4,-68.5,91.4,-68.5
0.02120,89.4,-69.1,89.4,-69.1
0.02130,87.4,-69.7,87.4,-69.7
0.02140,85.4,-70.3,85.4,-70.3
0.02150,83.4,-70.9,83.4,-70.9
0.02160,81.4,-71.5,81.4,-71.5
0.02170,79.3,-72.1,79.3,-72.1
0.02180,77.2,-72.6,77.2,-72.6
0.02190,75.1,-73.2,75.1,-73.2
0.02200,73.0,-73.7,73.0,-73.7
0.02210,70.8,-74.2,70.8,-74.2
0.02220,68.6,-74.8,68.6,-74.8
0.02230,66.4,-75.3,66.4,-75.3
0.02240,64.2,-75.8,64.2,-75.8
0.02250,61.9,-76.3,61.9,-76.3
0.02260,59.7,-76.7,59.7,-76.7
0.02270,57.4,-77.2,57.4,-77.2
0.02280,55.1,-77.6,55.1,-77.6
0.02290,52.7,-78.1,52.7,-78.1
0.02300,50.4,-78.5,50.4,-78.5
0.02310,48.0,-78.9,48.0,-78.9
0.02320,45.6,-79.3,45.6,-79.3
0.02330,43.2,-79.7,43.2,-79.7
0.02340,40.8,-80.1,40.8,-80.1
0.02350,38.4,-80.5,38.4,-80.5
0.02360,35.9,-80.8,35.9,-80.8
0.02370,33.5,-81.2,33.5,-81.2
0.02380,31.0,-81.5,31.0,-81.5
0.02390,28.5,-81.8,28.5,-81.8
0.02400,25.9,-82.2,25.9,-82.2
0.02410,23.4,-82.5,23.4,-82.5
0.02420,20.9,-82.7,20.9,-82.7
0.02430,18.3,-83.0,18.3,-83.0
0.02440,15.7,-83.3,15.7,-83.3
0.02450,13.1,-83.5,13.1,-83.5
0.02460,10.5,-83.7,10.5,-83.7
0.02470,7.9,-83.9,7.9,-83.9
0.02480,5.3,-84.2,5.3,-84.2
0.02490,2.6,-84.3,2.6,-84.3
0.02500,0.0,-84.5,0.0,-84.5
0.02510,-2.7,-84.7,-2.7,-84.7
0.02520,-5.3,-84.8,-5.3,-84.8
0.02530,-8.0,-85.0,-8.0,-85.0
0.02540,-10.7,-85.1,-10.7,-85.1
0.02550,-13.4,-85.2,-13.4,-85.2
0.02560,-16.1,-85.3,-16.1,-85.3
0.02570,-18.8,-85.4,-18.8,-85.4
0.02580,-21.5,-85.4,-21.5,-85.4
0.02590,-24.3,-85.5,-24.3,-85.5
0.02600,-27.0,-85.5,-27.0,-85.5
0.02610,-29.7,-85.5,-29.7,-85.5
0.02620,-32.5,-85.5,-32.5,-85.5
0.02630,-35.2,-85.5,-35.2,-85.5
0.02640,-38.0,-85.5,-38.0,-85.5
0.02650,-40.8,-85.5,-40.8,-85.5
0.02660,-43.5,-85.4,-43.5,-85.4
0.02670,-46.3,-85.4,-46.3,-85.4
0.02680,-49.1,-85.3,-49.1,-85.3
0.02690,-51.8,-85.2,-51.8,-85.2
0.02700,-54.6,-85.1,-54.6,-85.1
0.02710,-57.4,-84.9,-57.4,-84.9
0.02720,-60.2,-84.8,-60.2,-84.8
0.02730,-62.9,-84.7,-62.9,-84.7
0.02740,-65.7,-84.5,-65.7,-84.5
0.02750,-68.5,-84.3,-68.5,-84.3
0.02760,-71.3,-84.1,-71.3,-84.1
0.02770,-74.0,-83.9,-74.0,-83.9
0.02780,-76.8,-83.7,-76.8,-83.7
0.02790,-79.6,-83.4,-79.6,-83.4
0.02800,-82.3,-83.2,-82.3,-83.2
0.02810,-85.1,-82.9,-85.1,-82.9
0.02820,-87.8,-82.6,-87.8,-82.6
0.02830,-90.6,-82.3,-90.6,-82.3
0.02840,-93.3,-82.0,-93.3,-82.0
0.02850,-96.1,-81.6,-96.1,-81.6
0.02860,-98.8,-81.3,-98.8,-81.3
0.02870,-101.5,-80.9,-101.5,-80.9
0.02880,-104.2,-80.6,-104.2,-80.6
0.02890,-106.9,-80.2,-106.9,-80.2
0.02900,-109.6,-79.8,-109.6,-79.8
0.02910,-112.3,-79.3,-112.3,-79.3
0.02920,-115.0,-78.9,-115.0,-78.9
0.02930,-117.7,-78.5,-117.7,-78.5
0.02940,-120.3,-78.0,-120.3,-78.0
0.02950,-123.0,-77.5,-123.0,-77.5
0.02960,-125.6,-77.0,-125.6,-77.0
0.02970,-128.2,-76.5,-128.2,-76.5
0.02980,-130.9,-76.0,-130.9,-76.0
0.02990,-133.5,-75.5,-133.5,-75.5
0.03000,-136.0,-74.9,-136.0,-74.9
0.03010,-138.6,-74.3,-138.6,-74.3
0.03020,-141.2,-73.8,-141.2,-73.8
0.03030,-143.7,-73.2,-143.7,-73.2
0.03040,-146.2,-72.6,-146.2,-72.6
0.03050,-148.8,-71.9,-148.8,-71.9
0.03060,-151.3,-71.3,-151.3,-71.3
0.03070,-153.7,-70.6,-153.7,-70.6
0.03080,-156.2,-70.0,-156.2,-70.0
0.03090,-158.6,-69.3,-158.6,-69.3
0.03100,-161.1,-68.6,-161.1,-68.6
0.03110,-163.5,-67.9,-163.5,-67.9
0.03120,-165.9,-67.2,-165.9,-67.2
0.03130,-168.2,-66.4,-168.2,-66.4
0.03140,-170.6,-65.7,-170.6,-65.7
0.03150,-172.9,-64.9,-172.9,-64.9
0.03160,-175.2,-64.2,-175.2,-64.2
0.03170,-177.5,-63.4,-177.5,-63.4
0.03180,-179.7,-62.6,-179.7,-62.6
0.03190,-182.0,-61.8,-182.0,-61.8
0.03200,-184.2,-60.9,-184.2,-60.9
0.03210,-186.4,-60.1,-186.4,-60.1
0.03220,-188.5,-59.3,-188.5,-59.3
0.03230,-190.7,-58.4,-190.7,-58.4
0.03240,-192.8,-57.5,-192.8,-57.5
0.03250,-194.9,-56.6,-194.9,-56.6
0.03260,-197.0,-55.7,-197.0,-55.7
0.03270,-199.0,-54.8,-199.0,-54.8
0.03280,-201.0,-53.9,-201.0,-53.9
0.03290,-203.0,-53.0,-203.0,-53.0
0.03300,-205.0,-52.0,-205.0,-52.0
0.03310,-206.9,-51.1,-206.9,-51.1
0.03320,-208.8,-50.1,-208.8,-50.1
0.03330,-210.7,-49.1,-210.7,-49.1
0.03340,-212.5,-48.1,-212.5,-48.1
0.03350,-214.3,-47.1,-214.3,-47.1
0.03360,-216.1,-46.1,-216.1,-46.1
0.03370,-217.9,-45.1,-217.9,-45.1
0.03380,-219.6,-44.1,-219.6,-44.1
0.03390,-221.3,-43.0,-221.3,-43.0
0.03400,-223.0,-42.0,-223.0,-42.0
0.03410,-224.6,-40.9,-224.6,-40.9
0.03420,-226.2,-39.8,-226.2,-39.8
0.03430,-227.7,-38.7,-227.7,-38.7
0.03440,-229.3,-37.7,-229.3,-37.7
0.03450,-230.8,-36.5,-230.8,-36.5
0.03460,-232.2,-35.4,-232.2,-35.4
0.03470,-233.7,-34.3,-233.7,-34.3
0.03480,-235.1,-33.2,-235.1,-33.2
0.03490,-236.4,-32.0,-236.4,-32.0
0.03500,-237.8,-30.9,-237.8,-30.9
0.03510,-239.1,-29.7,-239.1,-29.7
0.03520,-240.3,-28.6,-240.3,-28.6
0.03530,-241.5,-27.4,-241.5,-27.4
0.03540,-242.7,-26.2,-242.7,-26.2
0.03550,-243.9,-25.0,-243.9,-25.0
0.03560,-245.0,-23.9,-245.0,-23.9
0.03570,-246.1,-22.7,-246.1,-22.7
0.03580,-247.1,-21.4,-247.1,-21.4
0.03590,-248.1,-20.2,-248.1,-20.2
0.03600,-249.1,-19.0,-249.1,-19.0
0.03610,-250.0,-17.8,-250.0,-17.8
0.03620,-250.9,-16.5,-250.9,-16.5
0.03630,-251.7,-15.3,-251.7,-15.3
0.03640,-252.5,-14.1,-252.5,-14.1
0.03650,-253.3,-12.8,-253.3,-12.8
0.03660,-254.0,-11.5,-254.0,-11.5
0.03670,-254.7,-10.3,-254.7,-10.3
0.03680,-255.4,-9.0,-255.4,-9.0
0.03690,-256.0,-7.7,-256.0,-7.7
0.03700,-256.5,-6.5,-256.5,-6.5
0.03710,-257.1,-5.2,-257.1,-5.2
0.03720,-257.6,-3.9,-257.6,-3.9
0.03730,-258.0,-2.6,-258.0,-2.6
0.03740,-258.4,-1.3,-258.4,-1.3
0.03750,-258.8,0.0,-258.8,0.0
0.03760,-259.1,1.3,-259.1,1.3
0.03770,-259.4,2.6,-259.4,2.6
0.03780,-259.6,3.9,-259.6,3.9
0.03790,-259.8,5.2,-259.8,5.2
0.03800,-260.0,6.5,-260.0,6.5
0.03810,-260.1,7.9,-260.1,7.9
0.03820,-260.2,9.2,-260.2,9.2
