t,y1e,y2e,y1o,y2o
0.32700,-131.7,-109.0,-377.7,-10.6
0.32725,-142.1,-107.9,-375.0,-14.8
0.32750,-152.5,-106.7,-372.0,-18.9
0.32775,-162.7,-105.4,-368.7,-22.9
0.32800,-172.9,-103.9,-365.1,-27.0
0.32825,-182.9,-102.2,-361.1,-30.9
0.32850,-192.8,-100.5,-356.9,-34.9
0.32875,-202.5,-98.6,-352.3,-38.7
0.32900,-212.1,-96.7,-347.4,-42.6
0.32925,-221.6,-94.5,-342.2,-46.3
0.32950,-230.9,-92.3,-336.7,-50.0
0.32975,-240.0,-90.0,-330.9,-53.6
0.33000,-248.9,-87.5,-324.9,-57.1
0.33025,-257.7,-85.0,-318.5,-60.6
0.33050,-266.2,-82.3,-311.9,-64.0
0.33075,-274.5,-79.5,-305.1,-67.3
0.33100,-282.6,-76.6,-297.9,-70.5
0.33125,-290.5,-73.6,-290.5,-73.6
0.33150,-298.2,-70.5,-282.9,-76.7
0.33175,-305.6,-67.4,-275.0,-79.6
0.33200,-312.7,-64.1,-266.9,-82.4
0.33225,-319.7,-60.7,-258.6,-85.1
0.33250,-326.3,-57.3,-250.1,-87.8
0.33275,-332.7,-53.7,-241.3,-90.3
0.33300,-338.7,-50.1,-232.4,-92.7
0.33325,-344.6,-46.4,-223.2,-95.0
0.33350,-350.1,-42.7,-213.9,-97.2
0.33375,-355.3,-38.9,-204.4,-99.2
0.33400,-360.2,-35.0,-194.8,-101.1
0.33425,-364.8,-31.0,-185.0,-103.0
0.33450,-369.1,-27.0,-175.0,-104.7
0.33475,-373.1,-22.9,-164.9,-106.2
0.33500,-376.8,-18.8,-154.7,-107.7
0.33525,-380.2,-14.7,-144.4,-109.0
0.33550,-383.2,-10.5,-134.0,-110.1
0.33575,-385.9,-6.2,-123.5,-111.2
0.33600,-388.3,-2.0,-112.9,-112.1
0.33625,-390.3,2.3,-102.2,-112.9
0.33650,-392.0,6.7,-91.5,-113.5
0.33675,-393.4,11.0,-80.7,-114.0
0.33700,-394.4,15.4,-69.9,-114.4
0.33725,-395.1,19.7,-59.1,-114.7
0.33750,-395.4,24.1,-48.2,-114.8
0.33775,-395.4,28.5,-37.3,-114.7
0.33800,-395.0,32.9,-26.5,-114.6
0.33825,-394.3,37.2,-15.6,-114.2
0.33850,-393.3,41.6,-4.8,-113.8
0.33875,-391.9,46.0,6.0,-113.2
0.33900,-390.2,50.3,16.8,-112.5
0.33925,-388.2,54.6,27.5,-111.6
0.33950,-385.8,58.9,38.1,-110.7
0.33975,-383.0,63.1,48.6,-109.5
0.34000,-380.0,67.4,59.1,-108.3
0.34025,-376.6,71.5,69.5,-106.9
0.34050,-372.9,75.7,79.7,-105.4
0.34075,-368.8,79.8,89.9,-103.7
0.34100,-364.5,83.8,99.9,-101.9
0.34125,-359.8,87.8,109.7,-100.0
0.34150,-354.8,91.7,119.5,-98.0
0.34175,-349.5,95.5,129.0,-95.9
0.34200,-343.9,99.3,138.4,-93.6
0.34225,-338.1,103.1,147.6,-91.2
0.34250,-331.9,106.7,156.6,-88.7
0.34275,-325.4,110.3,165.5,-86.1
0.34300,-318.7,113.7,174.1,-83.4
0.34325,-311.7,117.1,182.5,-80.5
0.34350,-304.4,120.4,190.7,-77.6
0.34375,-296.9,123.7,198.7,-74.5
0.34400,-289.1,126.8,206.4,-71.4
0.34425,-281.1,129.8,213.8,-68.2
0.34450,-272.8,132.7,221.1,-64.8
0.34475,-264.3,135.5,228.0,-61.4
0.34500,-255.6,138.2,234.7,-57.9
0.34525,-246.7,140.8,241.1,-54.3
0.34550,-237.6,143.3,247.2,-50.6
0.34575,-228.3,145.7,253.1,-46.9
0.34600,-218.8,147.9,258.6,-43.0
0.34625,-209.1,150.1,263.9,-39.1
0.34650,-199.3,152.1,268.8,-35.2
0.34675,-189.3,154.0,273.4,-31.1
0.34700,-179.2,155.7,277.7,-27.1
0.34725,-168.9,157.3,281.7,-22.9
0.34750,-158.5,158.8,285.4,-18.7
0.34775,-148.0,160.2,288.7,-14.5
0.34800,-137.4,161.4,291.8,-10.2
0.34825,-126.7,162.5,294.4,-5.9
0.34850,-115.9,163.5,296.8,-1.6
0.34875,-105.0,164.3,298.8,2.8
0.34900,-94.1,165.0,300.4,7.2
0.34925,-83.1,165.6,301.7,11.7
0.34950,-72.1,166.0,302.7,16.1
0.34975,-61.1,166.3,303.3,20.5
0.35000,-50.0,166.4,303.6,25.0
0.35025,-38.9,166.4,303.5,29.5
0.35050,-27.9,166.3,303.0,33.9
0.35075,-16.8,166.0,302.3,38.4
0.35100,-5.8,165.6,301.1,42.8
0.35125,5.2,165.0,299.6,47.3
0.35150,16.2,164.3,297.8,51.7
0.35175,27.1,163.5,295.7,56.1
0.35200,37.9,162.5,293.1,60.4
0.35225,48.6,161.4,290.3,64.7
0.35250,59.3,160.2,287.1,69.0
0.35275,69.8,158.8,283.6,73.3
0.35300,80.3,157.3,279.7,77.5
0.35325,90.6,155.6,275.5,81.7
0.35350,100.8,153.9,271.0,85.8
0.35375,110.8,151.9,266.2,89.8
0.35400,120.7,149.9,261.0,93.8
0.35425,130.5,147.8,255.6,97.7
0.35450,140.0,145.5,249.8,101.6
0.35475,149.4,143.1,243.7,105.4
0.35500,158.6,140.6,237.4,109.1
0.35525,167.6,138.0,230.7,112.7
0.35550,176.3,135.2,223.8,116.2
0.35575,184.9,132.4,216.6,119.7
0.35600,193.2,129.4,209.1,123.1
0.35625,201.3,126.3,201.3,126.3
0.35650,209.2,123.2,193.3,129.5
0.35675,216.8,119.9,185.1,132.6
0.35700,224.1,116.5,176.6,135.6
0.35725,231.2,113.1,167.9,138.4
0.35750,238.0,109.5,159.0,141.2
0.35775,244.5,105.9,149.8,143.8
0.35800,250.8,102.2,140.5,146.3
0.35825,256.7,98.4,130.9,148.7
0.35850,262.3,94.6,121.2,151.0
0.35875,267.7,90.6,111.3,153.2
0.35900,272.7,86.6,101.2,155.2
0.35925,277.4,82.6,90.9,157.2
0.35950,281.8,78.4,80.5,158.9
0.35975,285.9,74.3,70.0,160.6
0.36000,289.6,70.0,59.4,162.1
0.36025,293.0,65.8,48.6,163.5
0.36050,296.0,61.4,37.7,164.8
0.36075,298.8,57.1,26.8,165.9
0.36100,301.1,52.7,15.7,166.9
0.36125,303.2,48.3,4.6,167.7
0.36150,304.8,43.8,-6.6,168.4
0.36175,306.2,39.4,-17.9,169.0
0.36200,307.1,34.9,-29.1,169.4
0.36225,307.8,30.4,-40.5,169.7
0.36250,308.0,25.9,-51.8,169.8
0.36275,307.9,21.4,-63.1,169.8
0.36300,307.5,16.9,-74.5,169.7
0.36325,306.7,12.4,-85.8,169.4
0.36350,305.5,7.9,-97.1,169.0
0.36375,304.0,3.4,-108.3,168.4
0.36400,302.2,-1.0,-119.6,167.7
0.36425,300.0,-5.5,-130.7,166.8
0.36450,297.4,-9.9,-141.8,165.8
0.36475,294.5,-14.2,-152.8,164.7
0.36500,291.2,-18.6,-163.7,163.4
0.36525,287.6,-22.8,-174.5,162.0
0.36550,283.7,-27.1,-185.2,160.5
0.36575,279.4,-31.3,-195.8,158.8
0.36600,274.8,-35.4,-206.2,157.0
0.36625,269.9,-39.5,-216.5,155.1
0.36650,264.7,-43.5,-226.7,153.0
0.36675,259.1,-47.5,-236.6,150.8
0.36700,253.3,-51.4,-246.4,148.5
0.36725,247.1,-55.2,-256.0,146.0
0.36750,240.6,-58.9,-265.4,143.5
0.36775,233.8,-62.6,-274.7,140.8
0.36800,226.8,-66.1,-283.7,138.0
0.36825,219.4,-69.6,-292.4,135.1
0.36850,211.8,-73.0,-301.0,132.1
0.36875,203.9,-76.3,-309.3,129.0
0.36900,195.8,-79.5,-317.3,125.8
0.36925,187.4,-82.6,-325.1,122.4
0.36950,178.8,-85.6,-332.7,119.0
0.36975,169.9,-88.4,-340.0,115.5
0.37000,160.8,-91.2,-346.9,111.9
0.37025,151.5,-93.9,-353.7,108.2
0.37050,142.0,-96.4,-360.1,104.4
0.37075,132.3,-98.8,-366.2,100.6
0.37100,122.4,-101.1,-372.0,96.6
0.37125,112.3,-103.3,-377.5,92.6
0.37150,102.0,-105.3,-382.7,88.6
0.37175,91.6,-107.2,-387.5,84.4
0.37200,81.0,-109.0,-392.0,80.2
0.37225,70.3,-110.6,-396.2,76.0
0.37250,59.5,-112.1,-400.1,71.7
0.37275,48.5,-113.5,-403.6,67.3
0.37300,37.5,-114.8,-406.8,63.0
0.37325,26.3,-115.9,-409.6,58.5
0.37350,15.1,-116.8,-412.1,54.1
0.37375,3.8,-117.6,-414.2,49.6
0.37400,-7.6,-118.3,-416.0,45.0
0.37425,-19.1,-118.9,-417.4,40.5
0.37450,-30.5,-119.2,-418.5,35.9
0.37475,-42.0,-119.5,-419.2,31.4
0.37500,-53.6,-119.6,-419.5,26.8
0.37525,-65.1,-119.6,-419.5,22.2
0.37550,-76.6,-119.4,-419.1,17.6
0.37575,-88.2,-119.0,-418.4,13.0
0.37600,-99.6,-118.6,-417.3,8.5
0.37625,-111.1,-117.9,-415.8,3.9
0.37650,-122.5,-117.2,-414.0,-0.6
0.37675,-133.8,-116.3,-411.8,-5.1
0.37700,-145.1,-115.2,-409.3,-9.6
0.37725,-156.3,-114.0,-406.4,-14.0
0.37750,-167.4,-112.7,-403.1,-18.4
0.37775,-178.4,-111.3,-399.6,-22.8
0.37800,-189.3,-109.6,-395.6,-27.1
0.37825,-200.0,-107.9,-391.4,-31.4
0.37850,-210.6,-106.0,-386.7,-35.6
0.37875,-221.1,-104.0,-381.8,-39.7
0.37900,-231.4,-101.9,-376.5,-43.8
0.37925,-241.5,-99.6,-371.0,-47.8
0.37950,-251.5,-97.2,-365.1,-51.8
0.37975,-261.3,-94.7,-358.8,-55.7
0.38000,-270.8,-92.1,-352.3,-59.5
0.38025,-280.2,-89.3,-345.5,-63.2
0.38050,-289.3,-86.4,-338.4,-66.8
0.38075,-298.3,-83.4,-331.0,-70.3
0.38100,-306.9,-80.3,-323.3,-73.8
0.38125,-315.4,-77.1,-315.4,-77.1
0.38150,-323.6,-73.8,-307.2,-80.4
0.38175,-331.5,-70.4,-298.7,-83.5
0.38200,-339.2,-66.9,-290.0,-86.6
0.38225,-346.6,-63.3,-281.1,-89.5
0.38250,-353.7,-59.6,-271.9,-92.3
0.38275,-360.5,-55.8,-262.5,-95.0
0.38300,-367.0,-51.9,-252.9,-97.6
0.38325,-373.2,-48.0,-243.1,-100.0
0.38350,-379.1,-43.9,-233.1,-102.3
0.38375,-384.7,-39.8,-222.9,-104.5
0.38400,-389.9,-35.6,-212.5,-106.6
0.38425,-394.9,-31.4,-202.0,-108.5
0.38450,-399.5,-27.1,-191.3,-110.4
0.38475,-403.7,-22.7,-180.5,-112.0
0.38500,-407.7,-18.3,-169.6,-113.6
0.38525,-411.2,-13.9,-158.5,-115.0
0.38550,-414.5,-9.4,-147.3,-116.2
0.38575,-417.3,-4.8,-136.1,-117.3
0.38600,-419.9,-0.3,-124.7,-118.3
0.38625,-422.0,4.3,-113.3,-119.1
0.38650,-423.8,9.0,-101.8,-119.8
0.38675,-425.3,13.6,-90.2,-120.4
0.38700,-426.3,18.3,-78.6,-120.8
0.38725,-427.0,23.0,-67.0,-121.0
0.38750,-427.4,27.7,-55.4,-121.1
0.38775,-427.3,32.4,-43.7,-121.1
0.38800,-426.9,37.1,-32.1,-120.9
0.38825,-426.2,41.7,-20.4,-120.6
0.38850,-425.1,46.4,-8.8,-120.1
0.38875,-423.6,51.1,2.8,-119.4
0.38900,-421.7,55.7,14.3,-118.7
0.38925,-419.5,60.3,25.7,-117.7
0.38950,-416.9,64.9,37.1,-116.7
0.38975,-414.0,69.5,48.4,-115.5
0.39000,-410.7,74.0,59.6,-114.1
0.39025,-407.0,78.5,70.7,-112.6
0.39050,-403.0,82.9,81.7,-111.0
0.39075,-398.7,87.3,92.5,-109.2
0.39100,-394.0,91.6,103.3,-107.3
0.39125,-389.0,95.8,113.8,-105.3
0.39150,-383.6,100.0,124.2,-103.1
0.39175,-377.9,104.1,134.4,-100.8
0.39200,-371.9,108.2,144.5,-98.4
0.39225,-365.6,112.2,154.3,-95.8
0.39250,-359.0,116.1,164.0,-93.1
0.39275,-352.0,119.9,173.4,-90.3
0.39300,-344.8,123.6,182.7,-87.4
0.39325,-337.3,127.2,191.7,-84.4
0.39350,-329.5,130.8,200.4,-81.2
0.39375,-321.4,134.2,208.9,-77.9
0.39400,-313.1,137.5,217.2,-74.6
0.39425,-304.5,140.7,225.1,-71.1
0.39450,-295.6,143.9,232.9,-67.5
0.39475,-286.5,146.9,240.3,-63.9
0.39500,-277.2,149.8,247.4,-60.1
0.39525,-267.6,152.5,254.3,-56.2
0.39550,-257.9,155.2,260.8,-52.3
0.39575,-247.9,157.7,267.1,-48.3
0.39600,-237.7,160.1,273.0,-44.2
0.39625,-227.4,162.4,278.6,-40.0
0.39650,-216.9,164.5,283.9,-35.8
0.39675,-206.2,166.5,288.8,-31.5
0.39700,-195.3,168.4,293.4,-27.1
0.39725,-184.3,170.1,297.6,-22.7
0.39750,-173.2,171.7,301.6,-18.2
0.39775,-162.0,173.2,305.1,-13.6
0.39800,-150.6,174.5,308.3,-9.1
0.39825,-139.2,175.7,311.2,-4.5
0.39850,-127.6,176.7,313.6,0.2
0.39875,-116.0,177.6,315.8,4.9
0.39900,-104.3,178.3,317.5,9.6
0.39925,-92.6,178.9,318.9,14.3
0.39950,-80.8,179.3,319.9,19.0
0.39975,-69.0,179.6,320.6,23.8
0.40000,-57.1,179.8,320.8,28.6
0.40025,-45.3,179.7,320.7,33.3
0.40050,-33.5,179.6,320.2,38.1
0.40075,-21.6,179.3,319.4,42.9
0.40100,-9.9,178.8,318.2,47.6
0.40125,1.9,178.2,316.6,52.3
0.40150,13.6,177.5,314.6,57.1
0.40175,25.2,176.6,312.3,61.7
0.40200,36.8,175.5,309.6,66.4
0.40225,48.3,174.3,306.5,71.0
0.40250,59.7,173.0,303.1,75.6
0.40275,70.9,171.5,299.3,80.2
0.40300,82.1,169.9,295.2,84.6
0.40325,93.1,168.1,290.7,89.1
0.40350,104.0,166.2,285.8,93.5
0.40375,114.7,164.2,280.7,97.8
0.40400,125.3,162.0,275.2,102.1
0.40425,135.7,159.7,269.3,106.2
0.40450,145.9,157.3,263.1,110.4
0.40475,155.9,154.7,256.6,114.4
0.40500,165.7,152.0,249.8,118.3
0.40525,175.3,149.2,242.7,122.2
0.40550,184.6,146.3,235.3,126.0
0.40575,193.8,143.2,227.6,129.7
0.40600,202.7,140.0,219.6,133.3
0.40625,211.3,136.8,211.3,136.8
0.40650,219.7,133.4,202.8,140.1
0.40675,227.8,129.9,193.9,143.4
0.40700,235.6,126.3,184.9,146.6
0.40725,243.2,122.6,175.6,149.6
0.40750,250.4,118.8,166.0,152.6
0.40775,257.4,114.9,156.2,155.4
0.40800,264.0,111.0,146.3,158.1
0.40825,270.3,106.9,136.1,160.6
0.40850,276.4,102.8,125.7,163.1
0.40875,282.0,98.6,115.1,165.4
0.40900,287.4,94.3,104.3,167.5
0.40925,292.4,90.0,93.4,169.6
0.40950,297.1,85.6,82.3,171.5
0.40975,301.4,81.1,71.0,173.2
0.41000,305.4,76.6,59.7,174.9
0.41025,309.0,72.0,48.2,176.3
0.41050,312.2,67.4,36.6,177.7
0.41075,315.1,62.8,24.9,178.9
0.41100,317.6,58.1,13.1,179.9
0.41125,319.8,53.4,1.2,180.8
0.41150,321.6,48.6,-10.7,181.5
0.41175,323.0,43.8,-22.7,182.1
0.41200,324.0,39.1,-34.8,182.6
0.41225,324.6,34.3,-46.8,182.9
0.41250,324.9,29.5,-58.9,183.0
0.41275,324.8,24.7,-71.0,183.0
0.41300,324.3,19.9,-83.1,182.8
0.41325,323.4,15.1,-95.2,182.5
0.41350,322.2,10.3,-107.2,182.0
0.41375,320.6,5.5,-119.2,181.4
0.41400,318.6,0.8,-131.2,180.7
0.41425,316.2,-4.0,-143.1,179.7
0.41450,313.5,-8.7,-154.9,178.7
0.41475,310.3,-13.3,-166.6,177.5
0.41500,306.9,-17.9,-178.3,176.1
0.41525,303.0,-22.5,-189.8,174.6
0.41550,298.8,-27.0,-201.2,172.9
0.41575,294.2,-31.5,-212.4,171.2
0.41600,289.3,-35.9,-223.5,169.2
0.41625,284.1,-40.3,-234.5,167.1
0.41650,278.5,-44.6,-245.3,164.9
0.41675,272.5,-48.8,-255.9,162.6
0.41700,266.3,-52.9,-266.4,160.1
0.41725,259.7,-57.0,-276.6,157.5
0.41750,252.8,-61.0,-286.6,154.8
0.41775,245.5,-64.9,-296.4,151.9
0.41800,238.0,-68.7,-306.0,148.9
0.41825,230.2,-72.4,-315.3,145.8
0.41850,222.0,-76.0,-324.4,142.6
0.41875,213.6,-79.5,-333.3,139.3
0.41900,205.0,-82.9,-341.8,135.9
0.41925,196.0,-86.2,-350.2,132.3
0.41950,186.8,-89.3,-358.2,128.7
0.41975,177.3,-92.4,-365.9,124.9
0.42000,167.6,-95.3,-373.3,121.1
0.42025,157.7,-98.2,-380.5,117.1
0.42050,147.6,-100.8,-387.3,113.1
0.42075,137.2,-103.4,-393.8,109.0
0.42100,126.7,-105.8,-399.9,104.8
0.42125,115.9,-108.2,-405.8,100.5
0.42150,105.0,-110.3,-411.3,96.2
0.42175,93.9,-112.3,-416.4,91.8
0.42200,82.6,-114.2,-421.2,87.3
0.42225,71.2,-116.0,-425.7,82.8
0.42250,59.7,-117.6,-429.8,78.2
0.42275,48.0,-119.1,-433.5,73.6
0.42300,36.2,-120.4,-436.9,68.9
0.42325,24.3,-121.5,-439.9,64.2
0.42350,12.4,-122.6,-442.5,59.4
0.42375,0.3,-123.4,-444.8,54.6
0.42400,-11.8,-124.1,-446.6,49.8
0.42425,-24.0,-124.7,-448.1,45.0
0.42450,-36.2,-125.1,-449.2,40.1
0.42475,-48.4,-125.4,-450.0,35.2
0.42500,-60.7,-125.5,-450.3,30.4
0.42525,-73.0,-125.4,-450.3,25.5
0.42550,-85.3,-125.2,-449.8,20.6
0.42575,-97.5,-124.9,-449.0,15.7
0.42600,-109.7,-124.4,-447.8,10.9
0.42625,-121.9,-123.7,-446.3,6.0
0.42650,-134.1,-122.9,-444.3,1.2
0.42675,-146.1,-121.9,-442.0,-3.6
0.42700,-158.1,-120.8,-439.2,-8.3
0.42725,-170.0,-119.5,-436.2,-13.1
0.42750,-181.8,-118.1,-432.7,-17.8
0.42775,-193.5,-116.5,-428.9,-22.4
0.42800,-205.1,-114.8,-424.7,-27.0
0.42825,-216.5,-113.0,-420.1,-31.5
0.42850,-227.8,-111.0,-415.2,-36.0
0.42875,-238.9,-108.8,-409.9,-40.4
0.42900,-249.9,-106.6,-404.3,-44.8
0.42925,-260.6,-104.1,-398.3,-49.1
0.42950,-271.2,-101.6,-392.0,-53.3
0.42975,-281.6,-98.9,-385.4,-57.4
0.43000,-291.8,-96.1,-378.5,-61.4
0.43025,-301.7,-93.2,-371.2,-65.4
0.43050,-311.4,-90.1,-363.6,-69.2
0.43075,-320.9,-86.9,-355.7,-73.0
0.43100,-330.1,-83.6,-347.6,-76.6
0.43125,-339.1,-80.2,-339.1,-80.2
0.43150,-347.8,-76.7,-330.4,-83.6
0.43175,-356.2,-73.0,-321.4,-87.0
0.43200,-364.4,-69.3,-312.1,-90.2
0.43225,-372.2,-65.5,-302.6,-93.3
0.43250,-379.7,-61.5,-292.8,-96.3
0.43275,-387.0,-57.5,-282.8,-99.2
0.43300,-393.9,-53.4,-272.6,-101.9
0.43325,-400.5,-49.1,-262.1,-104.5
0.43350,-406.7,-44.9,-251.5,-107.0
0.43375,-412.7,-40.5,-240.6,-109.3
0.43400,-418.2,-36.1,-229.6,-111.5
0.43425,-423.5,-31.5,-218.4,-113.6
0.43450,-428.3,-27.0,-207.1,-115.5
0.43475,-432.9,-22.3,-195.6,-117.2
0.43500,-437.0,-17.6,-183.9,-118.9
0.43525,-440.8,-12.9,-172.2,-120.4
0.43550,-444.2,-8.1,-160.3,-121.7
0.43575,-447.2,-3.3,-148.3,-122.9
0.43600,-449.9,1.6,-136.2,-123.9
0.43625,-452.2,6.5,-124.1,-124.8
0.43650,-454.1,11.4,-111.8,-125.5
0.43675,-455.6,16.3,-99.6,-126.1
0.43700,-456.7,21.3,-87.2,-126.5
0.43725,-457.4,26.3,-74.9,-126.8
0.43750,-457.8,31.2,-62.5,-126.9
0.43775,-457.7,36.2,-50.1,-126.8
0.43800,-457.3,41.2,-37.7,-126.6
0.43825,-456.5,46.2,-25.4,-126.2
0.43850,-455.3,51.2,-13.0,-125.7
0.43875,-453.7,56.1,-0.8,-125.1
0.43900,-451.7,61.0,11.5,-124.2
0.43925,-449.3,65.9,23.7,-123.2
0.43950,-446.5,70.8,35.7,-122.1
0.43975,-443.4,75.6,47.7,-120.8
0.44000,-439.9,80.4,59.6,-119.4
0.44025,-436.0,85.2,71.4,-117.8
0.44050,-431.7,89.9,83.1,-116.0
0.44075,-427.1,94.5,94.6,-114.2
0.44100,-422.1,99.1,106.0,-112.1
0.44125,-416.7,103.6,117.2,-110.0
0.44150,-411.0,108.1,128.2,-107.7
0.44175,-405.0,112.4,139.1,-105.2
0.44200,-398.6,116.7,149.7,-102.6
0.44225,-391.9,120.9,160.2,-99.9
0.44250,-384.8,125.1,170.5,-97.0
0.44275,-377.5,129.1,180.5,-94.1
0.44300,-369.8,133.1,190.3,-90.9
0.44325,-361.8,136.9,199.8,-87.7
0.44350,-353.5,140.7,209.1,-84.4
0.44375,-344.9,144.3,218.1,-80.9
0.44400,-336.0,147.8,226.9,-77.3
0.44425,-326.9,151.2,235.3,-73.6
0.44450,-317.5,154.5,243.5,-69.8
0.44475,-307.8,157.7,251.4,-65.9
0.44500,-297.9,160.8,259.0,-61.9
0.44525,-287.7,163.7,266.2,-57.9
0.44550,-277.4,166.5,273.1,-53.7
0.44575,-266.8,169.2,279.8,-49.4
0.44600,-256.0,171.8,286.0,-45.1
0.44625,-245.0,174.2,292.0,-40.6
0.44650,-233.8,176.4,297.5,-36.1
0.44675,-222.5,178.5,302.8,-31.5
0.44700,-210.9,180.5,307.6,-26.9
0.44725,-199.3,182.4,312.1,-22.2
0.44750,-187.5,184.0,316.3,-17.5
0.44775,-175.5,185.6,320.0,-12.6
0.44800,-163.5,187.0,323.4,-7.8
0.44825,-151.3,188.2,326.4,-2.9
0.44850,-139.1,189.3,329.1,2.0
0.44875,-126.7,190.2,331.3,7.0
0.44900,-114.3,191.0,333.1,12.0
0.44925,-101.9,191.6,334.6,17.0
0.44950,-89.4,192.1,335.7,22.0
0.44975,-76.8,192.4,336.3,27.1
0.45000,-64.3,192.5,336.6,32.1
0.45025,-51.7,192.5,336.5,37.2
0.45050,-39.2,192.3,336.0,42.3
0.45075,-26.6,192.0,335.1,47.3
0.45100,-14.1,191.5,333.7,52.3
0.45125,-1.7,190.8,332.0,57.4
0.45150,10.7,190.0,329.9,62.3
0.45175,23.1,189.1,327.5,67.3
0.45200,35.3,187.9,324.6,72.3
0.45225,47.5,186.7,321.3,77.2
0.45250,59.6,185.3,317.7,82.0
0.45275,71.5,183.7,313.7,86.8
0.45300,83.4,181.9,309.3,91.6
0.45325,95.0,180.1,304.5,96.3
0.45350,106.6,178.1,299.4,100.9
0.45375,117.9,175.9,293.9,105.5
0.45400,129.1,173.6,288.0,110.0
0.45425,140.1,171.1,281.8,114.5
0.45450,151.0,168.5,275.2,118.8
0.45475,161.6,165.8,268.4,123.1
0.45500,171.9,163.0,261.1,127.3
0.45525,182.1,160.0,253.6,131.4
0.45550,192.0,156.8,245.7,135.4
0.45575,201.7,153.6,237.5,139.3
0.45600,211.1,150.2,229.0,143.1
0.45625,220.3,146.8,220.3,146.8
0.45650,229.1,143.2,211.2,150.3
0.45675,237.7,139.5,201.8,153.8
0.45700,246.0,135.7,192.2,157.2
0.45725,254.0,131.7,182.4,160.4
0.45750,261.7,127.7,172.2,163.5
0.45775,269.0,123.6,161.9,166.5
0.45800,276.1,119.4,151.3,169.3
0.45825,282.7,115.1,140.5,172.0
0.45850,289.1,110.7,129.4,174.6
0.45875,295.1,106.3,118.2,177.0
0.45900,300.8,101.7,106.8,179.3
0.45925,306.1,97.1,95.2,181.5
0.45950,311.0,92.5,83.5,183.5
0.45975,315.6,87.7,71.6,185.3
0.46000,319.8,83.0,59.5,187.1
0.46025,323.6,78.1,47.4,188.6
0.46050,327.0,73.2,35.1,190.0
0.46075,330.1,68.3,22.7,191.3
0.46100,332.7,63.3,10.2,192.4
0.46125,335.0,58.3,-2.4,193.3
0.46150,336.9,53.3,-15.0,194.1
0.46175,338.3,48.3,-27.7,194.7
0.46200,339.4,43.2,-40.5,195.2
0.46225,340.1,38.1,-53.3,195.5
0.46250,340.4,33.0,-66.1,195.6
0.46275,340.2,27.9,-78.9,195.6
0.46300,339.7,22.9,-91.7,195.4
0.46325,338.8,17.8,-104.5,195.1
0.46350,337.4,12.7,-117.2,194.6
0.46375,335.7,7.7,-129.9,193.9
0.46400,333.6,2.6,-142.6,193.1
0.46425,331.1,-2.4,-155.1,192.1
0.46450,328.1,-7.3,-167.6,191.0
0.46475,324.8,-12.3,-180.1,189.7
0.46500,321.1,-17.2,-192.4,188.2
0.46525,317.1,-22.0,-204.5,186.6
0.46550,312.6,-26.8,-216.6,184.9
0.46575,307.8,-31.5,-228.5,183.0
0.46600,302.6,-36.2,-240.3,180.9
0.46625,297.0,-40.8,-251.9,178.7
0.46650,291.0,-45.3,-263.3,176.4
0.46675,284.7,-49.8,-274.5,173.9
0.46700,278.1,-54.2,-285.5,171.3
0.46725,271.1,-58.5,-296.4,168.5
0.46750,263.8,-62.7,-307.0,165.6
0.46775,256.1,-66.8,-317.3,162.6
0.46800,248.2,-70.8,-327.5,159.4
0.46825,239.9,-74.7,-337.3,156.1
0.46850,231.3,-78.5,-346.9,152.7
0.46875,222.4,-82.2,-356.3,149.2
0.46900,213.2,-85.8,-365.3,145.6
0.46925,203.7,-89.3,-374.1,141.8
0.46950,193.9,-92.7,-382.6,137.9
0.46975,183.9,-95.9,-390.8,134.0
0.47000,173.7,-99.0,-398.6,129.9
0.47025,163.2,-102.0,-406.1,125.7
0.47050,152.4,-104.8,-413.3,121.5
0.47075,141.5,-107.5,-420.2,117.1
0.47100,130.3,-110.1,-426.7,112.7
0.47125,118.9,-112.6,-432.9,108.2
0.47150,107.4,-114.8,-438.7,103.6
0.47175,95.6,-117.0,-444.1,98.9
0.47200,83.7,-119.0,-449.2,94.2
0.47225,71.6,-120.8,-453.9,89.4
0.47250,59.4,-122.5,-458.2,84.5
0.47275,47.1,-124.1,-462.1,79.6
0.47300,34.6,-125.5,-465.7,74.7
0.47325,22.1,-126.7,-468.8,69.7
0.47350,9.4,-127.8,-471.6,64.6
0.47375,-3.3,-128.7,-473.9,59.6
0.47400,-16.1,-129.4,-475.9,54.5
0.47425,-29.0,-130.0,-477.5,49.4
0.47450,-41.9,-130.4,-478.6,44.2
0.47475,-54.9,-130.7,-479.4,39.1
0.47500,-67.9,-130.8,-479.7,33.9
0.47525,-80.8,-130.8,-479.7,28.8
0.47550,-93.8,-130.5,-479.2,23.6
0.47575,-106.8,-130.2,-478.3,18.5
0.47600,-119.7,-129.6,-477.1,13.3
0.47625,-132.6,-128.9,-475.4,8.2
0.47650,-145.4,-128.1,-473.3,3.1
0.47675,-158.1,-127.0,-470.8,-2.0
0.47700,-170.8,-125.8,-467.9,-7.0
0.47725,-183.4,-124.5,-464.6,-12.0
0.47750,-195.8,-123.0,-461.0,-16.9
0.47775,-208.2,-121.3,-456.9,-21.8
0.47800,-220.4,-119.5,-452.4,-26.7
0.47825,-232.5,-117.6,-447.6,-31.5
0.47850,-244.4,-115.4,-442.4,-36.2
